Species_FullName,Species,Genus,Broad_Geographic,Geographic,DistribArea_num,DistribArea_Clust,AcousticClust,Overall_Sympatry,WithinGenus_Sympatry,WithinGeo_Sympatry,Within_DistArea_Sympatry,WithinAcClust_Sympatry,median_Beak_Length,median_Wing_length,median_BeakLength_WingLength,median_Beak_Mass,BodySize,BodyMass,median_n.pulses,median_drum_duration,median_pulseRateMedian,median_pulseRateDeviation,median_interval_min,median_interval_max,median_interv1_intervMax,median_intervL_intervMax,median_interval_slope_lm2_ordre_coefa,median_interval_nPVI,median_MeanAcc,median_drum_peak_F,median_Amp_pulses_min,median_Amp_pulses_first,median_Amp_pulses_last,median_Amp_pulses_Q25,median_Amp_pulses_Q75,median_Amp_pulses_IQR,median_nPAVI,median_Amp_slope_lm2_ordre_coefa,median_n_seq,median_interval_seq_median,median_PC1,median_PC2,median_PC3,median_PC4,median_PC5,median_PC6,median_LD1,median_LD2,median_LD3,median_LD4,median_LD5,median_LD6,median_LI
Campephilus_gayaquilensis,Cam_gay,Campephilus,New_World,Neotropic,196903.12,DA1,1,5,1,5,3,1,49.99,176,0.284034091,9.719580476,33,241.5,-1.061129056,-0.776561793,-0.478457923,0.17963256,-0.22277112,-0.046461226,0.561890408,-1.066432858,1.316481826,0.037006939,0.208011068,-0.702764659,0.424600427,1.146814111,-0.255007317,0.21147237,0.960703112,0.092316132,-0.744706475,-0.193112085,-0.252345907,-1.14E-16,-0.910659855,1.00068381,-2.430403769,-0.252870873,-0.808781168,-0.288007002,0.289085382,0.532729951,-5.338932098,-0.722578952,-1.10158289,-0.196102679,3.072706057
Campephilus_guatemalensis,Cam_gua,Campephilus,New_World,Neotropic,910002.6,DA2,2,14,0,7,2,0,52.7,191,0.27025641,10.19820163,34.5,243.5,-1.635452101,-1.250596517,-0.887864955,0.088357105,1.574275297,-0.329995344,0.561890408,0.87514705,1.25E-17,-0.503244942,-0.354150372,-0.839696822,2.437253215,1.257846277,1.451604787,1.709063101,1.230135297,-1.245780561,-0.952962088,5.06E-18,-0.252345907,-1.14E-16,-3.991586987,2.886200725,-0.300096971,0.673245068,0.157648291,-0.631889779,-4.600921187,3.644147296,-5.666547186,3.642058152,0.464063534,-3.560194313,3.633641192
Campephilus_haematogaster,Cam_hae,Campephilus,New_World,Neotropic,295941.67,DA1,2,16,4,16,4,2,48.03,174,0.254814815,7.908562151,34,237.5,-1.635452101,-1.253717742,-0.642139479,0.088357105,1.173811548,-0.386653214,0.561890408,0.87514705,1.25E-17,-0.503244942,-0.354150372,-0.756276217,1.823337592,1.257846277,0.9060964,1.092081837,1.230135297,-0.669476322,-0.910398372,5.06E-18,-0.252345907,-1.14E-16,-3.53630678,2.348172819,-1.032646384,0.336439107,0.025450838,-0.339289785,-4.600356732,2.767478169,-5.628970947,2.108550285,0.142979126,-2.336877064,3.289068433
Campephilus_leucopogon,Cam_leu,Campephilus,New_World,Neotropic,1702432.74,DA3,2,10,1,10,2,0,52.02,185,0.281189189,8.691264968,31,242,-1.635452101,-1.264731598,-0.219441709,0.088357105,0.610272793,-0.485682373,0.561890408,0.87514705,1.25E-17,-0.503244942,-0.354150372,-0.752070399,1.786380796,1.257846277,0.875418246,0.849850458,1.230135297,-0.159577939,-0.907626718,5.06E-18,-0.252345907,-1.14E-16,-3.169571871,1.541949057,-1.132635463,0.754926315,0.021902225,-0.454043095,-4.887531317,1.345272162,-5.550254796,2.159060655,0.121903947,-2.209268226,3.158147714
Campephilus_magellanicus,Cam_mag,Campephilus,New_World,Neotropic,346774.04,DA1,2,0,0,0,0,0,59.55,214,0.275760369,12.50802157,37,319.5,-1.635452101,-1.255077222,-0.703923262,0.088357105,1.268694388,-0.379346859,0.561890408,0.87514705,1.25E-17,-0.503244942,-0.354150372,-0.783750486,1.707607097,1.257846277,0.810027523,0.745861787,1.230135297,-0.028117156,-0.901632217,5.06E-18,-0.252345907,-1.14E-16,-3.235526002,2.000660369,-1.125405974,0.393828594,0.120582876,-0.594086871,-4.641260309,2.847813679,-5.585147203,1.723784997,0.371367638,-2.197589808,3.490255167
Campephilus_melanoleucos,Cam_mel,Campephilus,New_World,Neotropic,11657285.98,DA6,1,30,5,29,2,1,45.59,185,0.242677596,7.892041303,35.5,232.5,-1.193665143,-0.810159423,-1.053381367,0.285661683,0.360637605,0.176659048,0.561890408,-1.024422725,1.887006652,0.200282832,0.408839527,-0.602811399,-0.548268699,0.742753587,-1.062594323,-0.354889733,0.650043958,0.887864785,-0.550252717,-1.23054086,-0.252345907,-1.14E-16,-0.460476627,0.3827532,-3.186354097,-2.030521812,-0.65210417,0.045141355,1.359273562,2.1227769,-6.020667376,-2.020108787,-0.920630749,1.829842383,3.931685716
Campephilus_pollens,Cam_pol,Campephilus,New_World,Neotropic,299509.19,DA1,2,8,3,8,2,2,52.17,173,0.301560694,8.890475397,34.5,194.3,-1.591273405,-1.212911082,-0.88911182,0.088357105,1.461422313,-0.317668952,0.561890408,0.823294561,1.25E-17,-0.438756091,-0.279755619,-0.510433983,1.788200809,1.204096762,0.876929055,1.102228069,1.154588918,-0.77166945,-0.903616991,-1.270444479,-0.252345907,-1.14E-16,-3.646264449,2.761065275,-1.301242675,-0.375914012,0.058389583,-0.175144285,-3.899099174,4.133812172,-6.389125301,2.252560277,0.121924452,-1.747627409,3.513211383
Campephilus_robustus,Cam_rob,Campephilus,New_World,Neotropic,2370339.34,DA3,2,16,1,16,3,0,53.34,190,0.278388889,9.085646904,34.5,262,-1.635452101,-1.266079158,-0.13700247,0.088357105,0.518370195,-0.500524702,0.561890408,0.87514705,1.25E-17,-0.503244942,-0.354150372,-0.774048489,2.48973237,1.257846277,1.492161252,1.778340507,1.230135297,-1.333359929,-0.956127205,5.06E-18,-0.252345907,-1.14E-16,-3.8432581,2.074049274,-0.478756112,1.874012589,-0.013289057,-0.450044062,-5.55431241,1.150711197,-5.215785425,3.851305108,0.021289728,-3.677480746,3.135745662
Campephilus_rubricollis,Cam_rub,Campephilus,New_World,Neotropic,5860897.45,DA5,2,21,3,21,3,2,44.54,182,0.248826816,6.121609201,32,208.5,-1.635452101,-1.262359619,-0.351610538,0.088357105,0.77204008,-0.459556852,0.561890408,0.87514705,1.25E-17,-0.503244942,-0.354150372,-0.668645287,1.960771283,1.257846277,1.020181285,1.080062258,1.230135297,-0.450607945,-0.920484665,5.06E-18,-0.252345907,-1.14E-16,-3.267362638,1.668578443,-1.01863451,0.796588673,0.045596629,-0.417853289,-4.778623096,1.950340953,-5.501347476,2.709502889,0.143139936,-2.210489295,3.319779082
Celeus_castaneus,Cel_cas,Celeus,New_World,Neotropic,327907.88,DA1,3,11,0,6,2,6,27.89,129,0.209699248,2.179208566,24,92.5,-0.221733835,-0.514382848,0.90806517,0.09070633,-0.697155474,-0.471027569,0.435972948,-0.003957507,-0.067714117,0.018883086,-0.145269764,-0.492981594,0.272121769,0.302463191,0.461209292,0.007528699,-0.191115348,-0.234348086,-0.158841126,0.240414857,-0.252345907,-1.14E-16,-0.624157442,-0.688922103,-0.184122407,1.21678424,-0.273164682,-0.286805927,-2.940209933,-2.11806238,-0.56510016,0.542695573,-0.505677644,-0.63861921,1.363017201
Celeus_elegans,Cel_ele,Celeus,New_World,Neotropic,7672482.26,DA5,3,20,5,19,4,10,30.97,161,0.192360248,2.735928373,29,130.5,-0.045019051,-0.291827172,0.448255583,0.048148941,-0.51001434,-0.493358421,0.226348982,0.485841691,-0.186179598,-0.333976424,-0.348519411,-0.812902127,0.310288282,1.256370586,0.21264181,0.354439546,-0.036664609,-0.530415004,-0.300109668,0.257468367,-0.252345907,-1.14E-16,-0.957795055,-0.254914907,-0.086709352,1.128477531,0.076371907,-1.028058962,-3.642071238,-1.55708175,-0.411640933,0.277365598,0.130593414,-0.970709901,1.187050892
Celeus_flavescens,Cel_flave,Celeus,New_World,Neotropic,3801921.9,DA4,3,18,3,18,3,8,32.7,144,0.218,3.213471087,27.5,137.5,0.926912256,-0.061940161,1.642661333,0.095733124,-1.05756673,-0.584755585,0.561890408,0.502961694,-0.200954171,-0.25359449,-0.283862305,-0.365414114,-0.586365068,1.255744961,-0.996182032,-1.369600426,-3.864085145,-1.139435063,0.362513119,0.314307064,-0.252345907,-1.14E-16,1.059285137,-3.229001723,0.496319864,1.451149446,-0.944992756,-1.346977484,-4.477678432,-5.630897032,4.1803791,-3.014868194,-0.702422839,0.220143942,2.269898009
Celeus_flavus,Cel_flavu,Celeus,New_World,Neotropic,5874164.09,DA5,3,23,5,23,4,13,27.63,143,0.187304965,2.155201254,25.5,147.5,0.131695732,-0.229479627,0.498934431,0.352159909,-1.247934296,-0.484840137,0.318429782,0.254014474,-0.183923824,-0.036591242,-0.055838818,-0.528793143,-0.131138332,-0.214508195,-0.25051193,-0.306313893,-0.831608413,-0.047989517,0.181850224,0.262594369,-0.252345907,-1.14E-16,-0.115453255,-1.451731895,-0.178499531,0.756933992,0.071986864,-0.345285122,-2.35373357,-2.921858337,0.897508275,-0.329451066,0.132046306,0.331423588,0.997375143
Celeus_grammicus,Cel_gra,Celeus,New_World,Neotropic,3999818.71,DA4,3,18,4,18,5,8,23.58,127,0.18620155,1.670149662,24,75,0.661840082,-0.071092021,1.225479165,0.078038902,-0.733194266,-0.536175979,0.561890408,0.587877758,-0.180950983,-0.317832031,-0.316101035,-0.716170083,-0.026227265,-0.002218825,0.497279926,0.506342506,-0.201946788,-0.790287518,0.229900694,0.255074993,-0.252345907,-1.14E-16,-0.624453322,-1.074745464,0.70264509,1.143239661,0.063860479,-0.281696683,-4.342881575,-1.777842962,2.49388034,1.185935493,0.24742403,-0.675992912,1.323617324
Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,31.46,145,0.224714286,3.032437218,24.5,136,0.04333834,-0.399972203,0.916998371,0.12144274,-0.73101966,-0.584487362,0.468565694,0.795608554,-0.192902103,-0.354917652,-0.323508328,-0.118947759,-0.293828798,1.257846277,0.285188284,-0.622390486,-1.709270343,-0.527991991,0.318839227,0.341933826,-0.252345907,-1.14E-16,-0.522895914,-1.664391086,0.120193793,1.265607083,-0.404878962,-0.5065478,-3.629200853,-3.297423557,0.994781367,-0.368857195,-0.356307309,-0.052912069,1.457393547
Celeus_spectabilis,Cel_spe,Celeus,New_World,Neotropic,464658.77,DA1,3,14,4,14,1,7,30.58,153,0.199869281,2.811235632,27,111,1.810486173,0.338662565,2.385321121,-0.014707392,-1.440177247,-0.641919413,0.433967455,0.734557455,-0.200789843,-0.314228546,-0.130780613,-0.538347126,0.062026109,-0.3931275,-0.42040399,-0.1774155,-1.090479022,-0.586648095,0.886495274,0.285550074,-0.252345907,-1.14E-16,0.75399089,-2.25528358,0.816912504,2.108636732,0.352915036,0.406453808,-2.823663393,-5.483264643,3.964529711,0.075116149,0.702332208,-0.020719625,2.409064466
Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,33.89,149,0.226688312,3.150019187,27,120.5,0.087517036,-0.119163227,-0.411695312,-0.121297178,0.230265975,-0.215830974,0.544546228,0.107106327,-0.144051899,-0.288007639,-0.248210865,-0.637891839,-0.014483917,0.051791192,0.261987033,-0.441128459,-0.73416618,0.042533338,0.131556822,0.264365822,-0.252345907,-1.14E-16,0.003105393,-0.426642058,0.121309192,-0.211178019,-0.311143554,-1.006387379,-1.338072428,-0.118208991,0.687051194,-1.106218381,0.121289188,-0.738133889,1.258894578
Chrysocolaptes_lucidus,Chrysoc_luc,Chrysocolaptes,Old_world,Indomalaya,120897.91,DA1,1,1,0,1,0,1,49.63,152,0.327054795,6.92829208,30,171.5,2.694060089,1.248852681,0.891551838,-0.607166899,-0.782394087,-0.396206709,0.561890408,-0.233009141,-0.188420433,-0.337053318,-0.259316157,0.208679171,-1.124502065,-0.468616238,-1.540930581,-1.653087154,-1.5572991,1.289891708,0.862705093,0.308048072,-0.252345907,-1.14E-16,2.380951029,-3.40710893,0.645825166,-0.441816319,-0.071475601,-0.759917243,-1.071579519,-4.027552217,5.951973341,-3.419539213,0.231148961,2.292052874,4.144222356
Chrysophlegma_mentale,Chrysop_men,Chrysophlegma,Old_world,Indomalaya,1307124.43,DA2,4,8,0,7,4,4,34.98,128,0.27265625,4.040698885,27.5,100.5,0.308410515,0.12889515,-0.133242518,-0.023924531,-0.005151063,-0.311333094,0.468024723,0.87514705,-0.156451186,-0.319445383,-0.346014042,-0.664779715,-0.467748849,-0.968063571,-0.51749479,-0.31560343,-2.110656491,-0.213832115,0.00725141,0.288880313,-0.252345907,-1.14E-16,-0.337744534,-1.060774866,0.347367058,-0.793495054,-0.170819167,-0.885740761,-3.596993739,-0.609986831,0.906896861,-0.817824628,0.437950685,0.797559634,1.268180866
Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,36.02,154,0.229733333,2.804830887,32.5,127.5,0.838554865,-0.003090519,0.912314998,0.081588469,-0.557414248,-0.607788144,0.40682235,0.707108846,-0.210410495,-0.365020497,-0.350808043,-0.580062426,-0.186493253,0.755841692,-0.360692318,0.157808292,-0.271957327,-0.565904791,0.211471137,0.278993755,-0.252345907,-1.14E-16,-0.300880291,-1.323187465,0.398257466,1.219689455,0.195336813,-0.783825686,-3.832111823,-2.558411205,1.374543342,-0.295964706,0.42706629,-0.504886542,1.205444362
Colaptes_aurulentus,Col_auru,Colaptes,New_World,Neotropic,737934.36,DA2,3,12,1,12,1,6,26.62,118,0.22559322,1.716636511,21.5,45,0.220053123,-0.099408597,0.708199112,0.033350226,-0.520986616,-0.566675404,0.561890408,0.593320882,-0.193947826,-0.352098186,-0.305725832,-0.279461389,0.055308872,0.222316152,0.883006808,-0.138614676,-0.717145553,-0.346627854,0.271273223,0.272977066,-0.252345907,-1.14E-16,-0.678837112,-1.376541361,0.565939537,1.070617447,0.196496371,-0.162124828,-3.832204742,-2.142136903,-0.153583691,0.782538935,0.187840944,-0.607643504,1.098621304
Colaptes_melanochloros,Col_mel,Colaptes,New_World,Neotropic,7015505.99,DA5,3,20,1,20,3,10,31.2,150,0.211818182,2.488144794,28.5,141,0.926912256,0.211091337,0.537667985,0.113016578,-0.663065612,-0.551839073,-0.4123418,0.736791816,-0.214027203,-0.242589488,-0.392494628,-0.491127448,-0.060183598,0.161656678,-0.500914088,0.69992507,0.442052479,-0.556101884,0.143257535,0.274377721,-0.252345907,-1.14E-16,-0.488703031,-0.154722802,0.907017623,0.519258491,0.263093728,-0.430036293,-1.866311886,-1.20037538,0.979115333,-0.082430438,0.556014085,-1.426420113,1.197471037
Colaptes_punctigula,Col_pun,Colaptes,New_World,Neotropic,4155868.99,DA4,3,20,1,19,5,10,23.46,111,0.220377358,1.290884194,20.5,64.5,0.308410515,-0.022329192,0.232435609,0.045671364,-0.058831042,-0.516426888,0.159238896,0.87514705,-0.204883102,-0.369316581,-0.392604109,-0.507712439,0.35114855,0.063856562,0.65939738,0.470288952,0.112011733,-0.558565023,-0.123802389,0.235633582,-0.252345907,-1.14E-16,-0.986180622,-0.164582694,0.677577842,0.275121423,0.174956073,-0.379552005,-3.410662446,-0.148228018,0.594961748,0.638791852,0.401304563,-1.080952853,0.869896474
Colaptes_rubiginosus,Col_rub,Colaptes,New_World,Neotropic,3652573.44,DA4,3,30,1,25,6,15,27.45,109,0.243679245,1.620134333,21,69.5,1.059448344,0.391019419,0.530685103,-0.119641349,-0.394798553,-0.499253349,0.190426681,0.441452833,-0.207579573,-0.336616142,-0.290619516,-0.038584067,-0.020650695,-0.385272976,-0.272494484,0.328830832,-0.468140681,-0.74294404,0.126072579,0.29074058,-0.252345907,-1.14E-16,-0.366652945,-0.641882378,1.23010798,0.999793495,0.027119852,-0.677488433,-2.944764355,-1.19034675,3.091105576,0.385917048,0.090941087,-1.236449521,1.318613295
Dendrocopos_hyperythrus,Dend_hyp,Dendrocopos,Old_world,Indomalaya,1712825.76,DA3,1,8,0,5,2,3,26.04,123,0.208062016,1.25199015,22,46.5,-0.928592968,-0.711494031,-0.046164368,-0.165977583,-0.453770917,0.081810556,0.561890408,-1.092170476,1.158851776,0.121845019,0.364227442,-0.431972958,-0.398242126,0.161682659,-0.938055977,-1.721269024,0.518985204,2.487352494,-0.589665598,-0.46534938,-0.252345907,-1.14E-16,0.872419412,-1.039641203,-3.171905106,-1.200577003,-0.996749125,0.273997276,1.518341528,-1.260447183,-4.359663146,-3.087958474,-1.608952038,2.639737775,3.694843168
Dendrocopos_leucotos,Dend_leu,Dendrocopos,Old_world,Palearctic,13895721.95,DA6,1,10,3,10,2,4,36.42,150,0.260148148,3.562678969,25.5,125,0.794376169,0.403745972,0.253915903,-0.478646757,-0.521115785,-0.18652974,0.561890408,-0.890684724,-0.13195139,-0.350484935,-0.187123804,0.036501315,-0.899736053,-0.50800737,-1.29945739,-0.918177952,-0.187212865,1.250078837,0.023189159,0.282255556,-0.252345907,-1.14E-16,1.344178992,-2.023355718,-0.443529494,-1.103184,-0.302145074,-0.148977278,-0.738159935,-1.686255599,1.936141607,-2.339343286,-0.166987566,2.127896206,1.949173577
Dendrocopos_major,Dend_maj,Dendrocopos,Old_world,Palearctic,24083687.42,DA7,1,15,3,11,2,4,29.36,128,0.226692308,2.087332933,22,82,-0.751878184,-0.72282894,0.46319463,0.164285678,-0.725082062,-0.434158909,0.561890408,-0.38725739,-0.028028928,-0.273272685,0.087350064,0.017214433,-0.589282568,0.2082037,-1.096640286,-0.61296313,0.173798546,0.827276958,-0.446526091,-0.17228783,-0.252345907,-1.14E-16,-0.109268101,-1.375947675,-1.468232476,-0.30685893,-0.209972134,0.222682492,-2.372170963,-1.77128295,-1.957876176,-1.235039398,-0.449687384,1.720935514,2.251033772
Dendrocopos_noguchii,Dend_nog,Dendrocopos,Old_world,Palearctic,632.64,DA1,4,2,2,2,0,0,36.17,153,0.241133333,4.432532442,33,110,-0.310091226,-0.270499852,-0.453297346,-0.032332943,0.31854149,-0.193470231,0.561890408,-0.162347921,-0.064478352,-0.296693916,-0.204706928,0.55120226,0.234932397,-0.291469869,-0.412452375,0.071100047,-0.242771955,-0.451244316,-0.528240281,0.161352985,-0.252345907,-1.14E-16,-0.618198557,0.260718219,0.111894378,-0.955245606,-0.221768292,0.724322491,-2.082827025,0.83937005,-1.530649558,0.478460062,-0.444019654,1.24253866,1.586612171
Dendrocopos_syriacus,Dend_syr,Dendrocopos,Old_world,Palearctic,3508008.55,DA4,1,8,2,8,1,4,30.81,132,0.229925373,1.938491653,22.5,68.5,-0.133376443,-0.471964878,1.189405002,-0.132956124,-1.20952122,-0.454743592,0.561890408,-0.762301985,-0.135013864,-0.258741767,0.188559386,-0.117150111,-1.35512482,-0.482582716,-1.526895232,-1.41979584,0.12441685,2.206710371,0.128301906,0.159688085,-0.252345907,-1.14E-16,1.369039496,-2.863147623,-1.400205746,-0.641962199,-0.200639994,0.312344803,-1.316033424,-3.358613348,-0.066107256,-2.314582399,-0.513355547,3.618805634,2.515900885
Dendrocoptes_medius,Dendroc_med,Dendrocoptes,Old_world,Palearctic,4838460.08,DA4,4,8,0,8,1,0,24.66,123,0.197804878,1.261817673,21,67.5,-0.575163401,-0.455506979,-0.205305726,-0.170007779,0.22795609,-0.434545647,0.561890408,0.628202229,0.473429626,-0.382557803,-0.19132549,-0.138828039,0.69620116,0.024160211,0.285137345,-0.21544053,0.186886894,-0.370627799,-0.440445626,0.234239279,-0.252345907,-1.14E-16,-1.275075113,0.206539279,-0.511832187,0.278375127,-0.555941213,-0.270683884,-3.579343625,1.29479172,-1.405736246,-0.140457811,-0.937406231,-0.773810776,1.392517158
Dendropicos_fuscescens,Dendrop_fus,Dendropicos,Old_world,Afrotropic,12884394.58,DA6,3,3,3,3,0,0,19.58,95,0.206105263,0.767528696,14.5,25.5,0.220053123,-0.429248771,2.154618991,-0.146999078,-1.471859051,-0.508031585,0.561890408,-0.455324459,-0.101476032,-0.089655828,0.046009331,0.349043803,-0.002477414,0.717041206,0.02715942,0.046217249,-0.267870872,-0.299448751,0.053276452,0.27771876,-0.252345907,-1.14E-16,0.126389259,-1.485587791,-0.327249577,1.751992803,-0.479988171,0.006097147,-1.861665692,-5.392761079,0.040444842,-0.144395916,-0.952998628,-0.409841655,1.913118448
Dendropicos_namaquus,Dendrop_nam,Dendropicos,Old_world,Afrotropic,8208538.08,DA5,4,1,1,1,0,0,34.68,128,0.2709375,2.841113935,25.5,75,-0.398448618,0.80233003,-2.410269621,1.755506068,2.154064159,0.910132705,-1.313879131,0.438145099,-0.991159263,-0.162615281,-0.398149659,0.151300902,-0.307240339,-1.186687151,1.02810588,0.587492906,0.392775671,-0.640636448,-0.505345361,0.005952169,-0.252345907,-1.14E-16,-0.49755027,2.231866053,2.176950016,-2.513515303,1.874095694,-0.32209378,1.23797466,7.453827767,0.709611562,1.088180355,3.301868113,-0.587401023,4.601279424
Dendropicos_pyrrhogaster,Dendrop_pyr,Dendropicos,Old_world,Afrotropic,898602.35,DA2,1,1,1,1,0,0,32.71,113,0.288067227,2.383909085,24,68.5,-1.105307751,-0.812490891,-0.192266177,0.703307054,-0.68460918,-0.002032065,0.561890408,-1.373323498,1.322293058,0.198657985,0.776505115,-0.670935754,-0.579801997,0.219240665,-1.088770383,-0.870095034,0.547329084,1.169050577,-0.483029905,-1.446441193,-0.252345907,-1.14E-16,0.391281912,-0.533562404,-3.190984021,-1.350333632,-0.620257888,0.094150909,1.652971197,-0.361952192,-5.17722518,-2.646857932,-1.004240261,2.386405281,4.329031505
Dendropicos_xantholophus,Dendrop_xan,Dendropicos,Old_world,Afrotropic,2919057.33,DA4,1,1,1,1,0,0,30.98,110,0.274159292,1.622282748,23.5,61.5,0.131695732,-0.012225512,-0.20341492,0.101605925,-0.444099064,-0.173807597,0.561890408,-0.918607571,-0.07637868,-0.280908476,-0.126482078,-0.352897924,-1.15667201,-1.465738014,-0.89490979,-1.946375154,-0.603310473,2.011924378,0.65711911,0.095773375,-0.252345907,-1.14E-16,1.205771552,-2.049083885,-1.112033308,-1.504484878,-0.033770926,0.233915014,-0.867844667,-0.319665743,0.179115252,-2.963144126,0.045459539,3.193365955,2.746054265
Dinopium_rafflesii,Din_raf,Dinopium,Old_world,Indomalaya,1036889.72,DA2,4,9,0,8,4,5,34.42,132,0.259555556,2.857631474,27,97.5,0.043338341,-0.15333611,-0.036547842,-0.264036936,0.117280342,-0.262493698,0.561890408,0.272623068,0.6676555,-0.172447154,-0.219492107,0.25881768,-0.23707385,-1.130671742,0.129443901,-0.536925707,-0.465045344,0.189053467,0.089712148,0.130662306,-0.252345907,-1.14E-16,0.13066958,-0.727916317,0.290964347,-0.702400338,-0.431623661,0.446301196,-1.433377079,-0.343336437,1.425214988,-0.276945931,-0.450239882,1.418991899,1.650741805
Dryocopus_javensis,Dry_jav,Dryocopus,Old_world,Indomalaya,3136916.6,DA4,1,12,0,11,1,2,49.48,198,0.25244898,10.08451303,43,272,0.440946603,0.997714436,-1.278804086,0.05546775,1.012050075,0.06470192,0.561890408,-0.625032832,-0.148160097,-0.31128118,-0.262567563,-0.950420421,-0.238226902,0.793940168,-0.805225967,-0.039809429,-0.050196204,0.253654654,-0.233142111,0.285012105,-0.252345907,-1.14E-16,0.007220358,0.319868607,-0.349098555,-1.622528958,0.351267077,-1.812921236,-0.278386934,2.748947509,-0.715309725,-2.045296694,1.355309833,-0.058465962,3.233012219
