state	min	max	median	shifts	jumps	jumpvar	SE	root	lnL	lnLp	qlnL.p	qlnL.h
948000	0.005	419.714	0.133	31	0	0.000	0.064	-0.700	-12.60	-132.54	0.00	-1.16
949000	0.022	38.304	0.221	36	0	0.000	0.013	0.039	-11.76	-151.98	0.00	-0.78
950000	0.015	31.772	0.089	23	0	0.000	0.089	-0.618	-9.45	-103.08	-0.00	1.92
951000	0.064	30.201	0.103	26	0	0.000	0.035	-0.004	-11.33	-113.83	0.00	0.00
952000	0.002	36.389	0.119	30	0	0.000	0.054	-0.299	-8.03	-128.69	-0.00	0.00
953000	0.020	70.131	0.057	31	0	0.000	0.120	-0.148	-14.27	-132.50	-0.00	0.62
954000	0.028	707.515	0.037	26	0	0.000	0.067	-0.346	-7.71	-113.85	-0.01	0.00
955000	0.005	756.031	0.112	32	0	0.000	0.035	-0.292	-23.70	-136.36	0.00	0.00
956000	0.128	358.400	0.192	23	0	0.000	0.048	-0.340	-28.94	-103.09	-0.00	-0.69
957000	0.056	74.867	0.203	28	0	0.000	0.034	-0.243	-31.55	-121.20	0.00	-0.83
958000	0.015	12.092	0.132	34	0	0.000	0.071	0.007	-12.49	-144.08	-0.00	0.00
959000	0.036	31.379	0.047	30	0	0.000	0.056	-0.224	2.79	-128.69	0.00	0.00
960000	0.005	219.111	0.032	26	0	0.000	0.077	-2.419	-11.82	-113.86	0.00	-0.69
961000	0.065	55.577	0.066	23	0	0.000	0.077	0.037	-11.17	-103.08	-0.00	-0.69
962000	0.025	52.689	0.067	26	0	0.000	0.031	1.459	-0.67	-113.84	0.00	-1.30
963000	0.004	20.109	0.111	27	0	0.000	0.049	0.346	3.72	-117.49	-0.00	-0.69
964000	0.039	75.414	0.143	26	0	0.000	0.057	-0.493	-4.71	-113.83	-0.01	0.00
965000	0.008	48.259	0.057	33	0	0.000	0.045	-0.174	-2.31	-140.19	-0.00	-0.69
966000	0.038	47.667	0.106	33	0	0.000	0.011	0.461	-7.69	-140.19	-0.00	0.00
967000	0.012	23.547	0.121	28	0	0.000	0.054	0.198	2.72	-121.19	-0.00	0.00
968000	0.011	15.111	0.111	25	0	0.000	0.062	-0.203	-1.57	-110.20	0.00	0.69
969000	0.009	14.434	0.050	33	0	0.000	0.083	-0.578	-5.44	-140.18	0.00	-4.81
970000	0.033	33.081	0.158	28	0	0.000	0.070	-0.009	-6.83	-121.19	-0.01	0.00
971000	0.005	35.818	0.128	31	0	0.000	0.028	-0.394	3.81	-132.49	0.00	0.39
